Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2012,2012-12-02,12,13,27.312,PHI,DAL,True,8,7,73,10.43,0,87.5%,9.13,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,87%,0,0%,5,17%,True,False,33,38,Brent Celek
2012,2012-12-09,13,14,27.319,PHI,TAM,True,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,1%,0,0%,0,0%,True,True,23,21,Brent Celek
2012,2012-12-13,14,15,,PHI,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,34,Brent Celek
2012,2012-12-23,15,16,27.333,PHI,WAS,True,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,79%,0,0%,4,17%,False,False,20,27,Brent Celek
2012,2012-12-30,16,17,27.340,PHI,NYG,False,5,3,43,14.33,0,60.0%,8.60,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,73%,0,0%,2,9%,True,False,7,42,Brent Celek
2013,2013-09-09,1,1,28.227,PHI,WAS,True,3,2,56,28.00,1,66.7%,18.67,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,82%,0,0%,0,0%,True,True,33,27,Brent Celek
2013,2013-09-15,2,2,28.233,PHI,SDG,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0,1,,,0,0,0,0,0,0,54,92%,0,0%,0,0%,False,False,30,33,Brent Celek
2013,2013-09-19,3,3,28.237,PHI,KAN,True,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,92%,0,0%,0,0%,False,False,16,26,Brent Celek
2013,2013-09-29,4,4,28.247,PHI,DEN,True,6,3,57,19.00,0,50.0%,9.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,72%,0,0%,0,0%,True,False,20,52,Brent Celek
2013,2013-10-06,5,5,28.254,PHI,NYG,True,3,3,47,15.67,1,100.0%,15.67,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,64,79%,0,0%,0,0%,True,True,36,21,Brent Celek
2013,2013-10-13,6,6,28.261,PHI,TAM,True,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,71%,0,0%,5,17%,True,True,31,20,Brent Celek
2013,2013-10-20,7,7,28.268,PHI,DAL,False,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,69%,0,0%,0,0%,False,False,3,17,Brent Celek
2013,2013-10-27,8,8,28.275,PHI,NYG,True,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,66%,0,0%,0,0%,False,False,7,15,Brent Celek
2013,2013-11-03,9,9,28.282,PHI,OAK,True,4,3,27,9.00,1,75.0%,6.75,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,39,66%,0,0%,0,0%,True,True,49,20,Brent Celek
2013,2013-11-10,10,10,28.289,PHI,GNB,True,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,82%,0,0%,0,0%,True,True,27,13,Brent Celek
2013,2013-11-17,11,11,28.296,PHI,WAS,True,1,1,42,42.00,0,100.0%,42.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,67%,0,0%,0,0%,False,True,24,16,Brent Celek
2013,2013-12-01,12,13,28.310,PHI,ARI,True,6,4,29,7.25,1,66.7%,4.83,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,63,82%,0,0%,0,0%,False,True,24,21,Brent Celek
2013,2013-12-08,13,14,28.317,PHI,DET,True,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,89%,0,0%,0,0%,False,True,34,20,Brent Celek
2013,2013-12-15,14,15,28.324,PHI,MIN,True,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,45%,0,0%,0,0%,True,False,30,48,Brent Celek
2013,2013-12-22,15,16,28.331,PHI,CHI,True,4,3,58,19.33,1,75.0%,14.50,0,0,,0,1,6,0.0,0,0,0,,,1,1,0,0,0,0,58,91%,0,0%,0,0%,False,True,54,11,Brent Celek
2013,2013-12-29,16,17,28.338,PHI,DAL,True,5,3,71,23.67,1,60.0%,14.20,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,81%,0,0%,0,0%,True,True,24,22,Brent Celek
2014,2014-09-07,1,1,29.225,PHI,JAX,True,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,68%,0,0%,0,0%,False,True,34,17,Brent Celek
2014,2014-09-15,2,2,29.233,PHI,IND,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,68%,0,0%,0,0%,True,True,30,27,Brent Celek
2014,2014-09-21,3,3,29.239,PHI,WAS,True,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,63%,0,0%,0,0%,False,True,37,34,Brent Celek
2014,2014-09-28,4,4,29.246,PHI,SFO,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,60%,0,0%,0,0%,True,False,21,26,Brent Celek
2014,2014-10-05,5,5,29.253,PHI,STL,True,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,79%,0,0%,0,0%,False,True,34,28,Brent Celek
2014,2014-10-12,6,6,29.260,PHI,NYG,True,5,4,45,11.25,0,80.0%,9.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,78%,0,0%,0,0%,False,True,27,0,Brent Celek
2014,2014-10-26,7,8,29.274,PHI,ARI,True,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,72%,0,0%,0,0%,True,False,20,24,Brent Celek
2014,2014-11-02,8,9,29.281,PHI,HOU,True,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,77%,0,0%,0,0%,True,True,31,21,Brent Celek
2014,2014-11-10,9,10,29.289,PHI,CAR,True,6,5,116,23.20,0,83.3%,19.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,58%,0,0%,0,0%,False,True,45,21,Brent Celek
2014,2014-11-16,10,11,29.295,PHI,GNB,True,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,67%,0,0%,0,0%,True,False,20,53,Brent Celek
2014,2014-11-23,11,12,29.302,PHI,TEN,False,7,5,48,9.60,0,71.4%,6.86,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,77%,0,0%,6,16%,False,True,43,24,Brent Celek
2014,2014-11-27,12,13,29.306,PHI,DAL,True,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,81%,0,0%,0,0%,True,True,33,10,Brent Celek
2014,2014-12-07,13,14,29.316,PHI,SEA,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,63%,0,0%,0,0%,False,False,14,24,Brent Celek
2014,2014-12-14,14,15,29.323,PHI,DAL,True,6,4,52,13.00,0,66.7%,8.67,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,34,62%,0,0%,0,0%,False,False,27,38,Brent Celek
2014,2014-12-20,15,16,29.329,PHI,WAS,True,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,62%,0,0%,0,0%,True,False,24,27,Brent Celek
2014,2014-12-28,16,17,29.337,PHI,NYG,True,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,48,66%,0,0%,0,0%,True,True,34,26,Brent Celek
2015,2015-09-14,1,1,30.232,PHI,ATL,True,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,36%,0,0%,12,38%,True,False,24,26,Brent Celek
2015,2015-09-20,2,2,30.238,PHI,DAL,True,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,50%,0,0%,12,46%,False,False,10,20,Brent Celek
2015,2015-09-27,3,3,30.245,PHI,NYJ,True,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,63%,0,0%,7,21%,True,True,24,17,Brent Celek
2015,2015-10-04,4,4,30.252,PHI,WAS,False,2,1,10,10.00,1,50.0%,5.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,19,34%,0,0%,10,33%,True,False,20,23,Brent Celek
2015,2015-10-11,5,5,30.259,PHI,NOR,True,3,3,44,14.67,1,100.0%,14.67,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,49,58%,0,0%,11,37%,False,True,39,17,Brent Celek
2015,2015-10-19,6,6,30.267,PHI,NYG,False,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,52%,0,0%,7,26%,False,True,27,7,Brent Celek
2015,2015-10-25,7,7,30.273,PHI,CAR,True,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,53%,0,0%,11,37%,True,False,16,27,Brent Celek
2015,2015-11-08,8,9,30.287,PHI,DAL,True,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,51%,0,0%,13,39%,True,True,33,27,Brent Celek
2015,2015-11-15,9,10,30.294,PHI,MIA,True,4,4,134,33.50,0,100.0%,33.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,60%,0,0%,16,48%,False,False,19,20,Brent Celek
2015,2015-11-22,10,11,30.301,PHI,TAM,True,10,7,79,11.29,0,70.0%,7.90,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,47,66%,0,0%,17,53%,False,False,17,45,Brent Celek
2015,2015-11-26,11,12,30.305,PHI,DET,True,4,2,10,5.00,1,50.0%,2.50,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,43,73%,0,0%,17,55%,True,False,14,45,Brent Celek
2015,2015-12-06,12,13,30.315,PHI,NWE,True,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,61%,0,0%,16,46%,True,True,35,28,Brent Celek
2015,2015-12-13,13,14,30.322,PHI,BUF,True,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,51%,0,0%,17,50%,False,True,23,20,Brent Celek
2015,2015-12-20,14,15,30.329,PHI,ARI,True,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,27,42%,0,0%,14,48%,False,False,17,40,Brent Celek
2015,2015-12-26,15,16,30.335,PHI,WAS,False,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,26,32%,0,0%,18,51%,False,False,24,38,Brent Celek
2015,2016-01-03,16,17,30.343,PHI,NYG,True,2,2,38,19.00,0,100.0%,19.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,47%,0,0%,12,40%,True,True,35,30,Brent Celek
2016,2016-09-11,1,1,31.230,PHI,CLE,False,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,49%,0,0%,15,52%,False,True,29,10,Brent Celek
2016,2016-09-19,2,2,31.238,PHI,CHI,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,74%,0,0%,14,50%,True,True,29,14,Brent Celek
2016,2016-09-25,3,3,31.244,PHI,PIT,True,4,3,61,20.33,0,75.0%,15.25,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,69%,0,0%,8,31%,False,True,34,3,Brent Celek
2016,2016-10-09,4,5,31.258,PHI,DET,False,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,38%,0,0%,10,42%,True,False,23,24,Brent Celek
2016,2016-10-16,5,6,31.265,PHI,WAS,True,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,25%,0,0%,10,33%,True,False,20,27,Brent Celek
2016,2016-10-23,6,7,31.272,PHI,MIN,True,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,48%,0,0%,9,39%,False,True,21,10,Brent Celek
2016,2016-10-30,7,8,31.279,PHI,DAL,False,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,30%,0,0%,11,31%,True,False,23,29,Brent Celek
2016,2016-11-06,8,9,31.286,PHI,NYG,False,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,28%,0,0%,13,42%,True,False,23,28,Brent Celek
2016,2016-11-13,9,10,31.293,PHI,ATL,False,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,28,35%,0,0%,13,46%,False,True,24,15,Brent Celek
2016,2016-11-20,10,11,31.300,PHI,SEA,False,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,25%,0,0%,7,24%,True,False,15,26,Brent Celek
2016,2016-11-28,11,12,31.308,PHI,GNB,True,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,34%,0,0%,9,41%,False,False,13,27,Brent Celek
2016,2016-12-04,12,13,31.314,PHI,CIN,True,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,24%,0,0%,11,44%,True,False,14,32,Brent Celek
2016,2016-12-11,13,14,31.321,PHI,WAS,True,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,38%,0,0%,9,36%,False,False,22,27,Brent Celek
2016,2016-12-18,14,15,31.328,PHI,BAL,False,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,26,30%,0,0%,11,39%,True,False,26,27,Brent Celek
2016,2016-12-22,15,16,31.332,PHI,NYG,False,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,54%,0,0%,10,36%,False,True,24,19,Brent Celek
2016,2017-01-01,16,17,31.342,PHI,DAL,True,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,30%,0,0%,10,36%,False,True,27,13,Brent Celek
2017,2017-09-10,1,1,32.228,PHI,WAS,True,2,1,11,11.00,0,50.0%,5.50,1,8,8.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,38%,0,0%,9,35%,True,True,30,17,Brent Celek
2017,2017-09-17,2,2,32.235,PHI,KAN,True,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,24%,0,0%,11,37%,True,False,20,27,Brent Celek
2017,2017-09-24,3,3,32.242,PHI,NYG,True,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,26%,0,0%,11,39%,False,True,27,24,Brent Celek
2017,2017-10-01,4,4,32.249,PHI,LAC,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,43%,0,0%,10,37%,True,True,26,24,Brent Celek
2017,2017-10-08,5,5,32.256,PHI,ARI,False,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,39%,0,0%,8,29%,False,True,34,7,Brent Celek
2017,2017-10-12,6,6,32.260,PHI,CAR,False,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,39%,0,0%,11,34%,True,True,28,23,Brent Celek
2017,2017-10-23,7,7,32.271,PHI,WAS,True,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,48%,0,0%,12,38%,False,True,34,24,Brent Celek
2017,2017-10-29,8,8,32.277,PHI,SFO,False,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,43%,0,0%,8,25%,False,True,33,10,Brent Celek
2017,2017-11-05,9,9,32.284,PHI,DEN,True,4,3,39,13.00,0,75.0%,9.75,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,80%,0,0%,14,39%,False,True,51,23,Brent Celek
2017,2017-11-19,10,11,32.298,PHI,DAL,True,2,1,28,28.00,0,50.0%,14.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,36%,0,0%,7,27%,True,True,37,9,Brent Celek
2017,2017-11-26,11,12,32.305,PHI,CHI,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,38%,0,0%,9,39%,False,True,31,3,Brent Celek
2017,2017-12-03,12,13,32.312,PHI,SEA,False,0,0,0,,0,0.0%,,1,10,10.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,31%,0,0%,7,32%,True,False,10,24,Brent Celek
2017,2017-12-10,13,14,32.319,PHI,LAR,True,3,1,5,5.00,1,33.3%,1.67,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,48,52%,0,0%,14,39%,True,True,43,35,Brent Celek
2017,2017-12-17,14,15,32.326,PHI,NYG,False,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,34%,0,0%,12,39%,True,True,34,29,Brent Celek
2017,2017-12-25,15,16,32.334,PHI,OAK,False,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,30%,0,0%,7,26%,False,True,19,10,Brent Celek
2017,2017-12-31,16,17,32.340,PHI,DAL,True,4,3,13,4.33,0,75.0%,3.25,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,59%,0,0%,2,10%,False,False,0,6,Brent Celek
,175 Games,,,,,,False,617,398,4998,12.56,31,64.5%,8.10,3,30,10.00,0,31,186,0.0,7,1,8,0,0,5,3,0,4,0,0,,,,,,,False,False,77,1,Brent Celek
