Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2008,2008-09-07,1,1,22.360,MIA,NYJ,False,2,1,8,8.00,0,50.0%,4.00,0,0,,0,1,21,21.00,0,1,25,25.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,14,20,Davone Bess
2008,2008-09-14,2,2,23.001,MIA,ARI,False,3,2,13,6.50,0,66.7%,4.33,1,13,13.00,0,3,81,27.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,31,Davone Bess
2008,2008-09-21,3,3,23.008,MIA,NWE,False,1,1,4,4.00,0,100.0%,4.00,0,0,,0,3,47,15.67,0,1,10,10.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,38,13,Davone Bess
2008,2008-10-05,4,5,23.022,MIA,SDG,False,4,3,25,8.33,0,75.0%,6.25,0,0,,0,3,49,16.33,0,3,21,7.00,0,,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,,,,,,,False,True,17,10,Davone Bess
2008,2008-10-12,5,6,23.029,MIA,HOU,False,1,1,10,10.00,0,100.0%,10.00,0,0,,0,4,113,28.25,0,1,25,25.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,28,29,Davone Bess
2008,2008-10-19,6,7,23.036,MIA,BAL,False,2,2,12,6.00,1,100.0%,6.00,0,0,,0,0,0,,0,2,10,5.00,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,27,Davone Bess
2008,2008-10-26,7,8,23.043,MIA,BUF,False,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,25,16,Davone Bess
2008,2008-11-02,8,9,23.050,MIA,DEN,False,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,1,5,5.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,26,17,Davone Bess
2008,2008-11-09,9,10,23.057,MIA,SEA,False,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,3,18,6.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,21,19,Davone Bess
2008,2008-11-16,10,11,23.064,MIA,OAK,False,5,3,50,16.67,0,60.0%,10.00,0,0,,0,0,0,,0,2,13,6.50,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,17,15,Davone Bess
2008,2008-11-23,11,12,23.071,MIA,NWE,True,9,5,87,17.40,0,55.6%,9.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,28,48,Davone Bess
2008,2008-11-30,12,13,23.078,MIA,STL,True,10,6,84,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,1,17,17.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,16,12,Davone Bess
2008,2008-12-07,13,14,23.085,MIA,BUF,True,11,9,74,8.22,0,81.8%,6.73,0,0,,0,0,0,,0,1,10,10.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,16,3,Davone Bess
2008,2008-12-14,14,15,23.092,MIA,SFO,True,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0,,0,3,52,17.33,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,14,9,Davone Bess
2008,2008-12-21,15,16,23.099,MIA,KAN,True,8,6,57,9.50,0,75.0%,7.13,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,38,31,Davone Bess
2008,2008-12-28,16,17,23.106,MIA,NYJ,True,8,6,39,6.50,0,75.0%,4.88,0,0,,0,0,0,,0,2,25,12.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,24,17,Davone Bess
2009,2009-09-13,1,1,24.000,MIA,ATL,False,7,7,57,8.14,0,100.0%,8.14,0,0,,0,0,0,,0,2,11,5.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,7,19,Davone Bess
2009,2009-09-21,2,2,24.008,MIA,IND,False,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,23,27,Davone Bess
2009,2009-09-27,3,3,24.014,MIA,SDG,False,9,7,54,7.71,0,77.8%,6.00,1,11,11.00,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,13,23,Davone Bess
2009,2009-10-04,4,4,24.021,MIA,BUF,False,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,3,29,9.67,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,38,10,Davone Bess
2009,2009-10-12,5,5,24.029,MIA,NYJ,False,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,27,Davone Bess
2009,2009-10-25,6,7,24.042,MIA,NOR,False,6,3,13,4.33,0,50.0%,2.17,0,0,,0,0,0,,0,2,28,14.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,False,34,46,Davone Bess
2009,2009-11-01,7,8,24.049,MIA,NYJ,False,5,4,18,4.50,0,80.0%,3.60,0,0,,0,0,0,,0,4,19,4.75,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,True,30,25,Davone Bess
2009,2009-11-08,8,9,24.056,MIA,NWE,False,14,6,56,9.33,0,42.9%,4.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,27,Davone Bess
2009,2009-11-15,9,10,24.063,MIA,TAM,False,7,4,72,18.00,0,57.1%,10.29,0,0,,0,0,0,,0,2,-4,-2.00,0,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,,,,,,,False,True,25,23,Davone Bess
2009,2009-11-19,10,11,24.067,MIA,CAR,False,6,6,63,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,2,30,15.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,24,17,Davone Bess
2009,2009-11-29,11,12,24.077,MIA,BUF,False,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,31,Davone Bess
2009,2009-12-06,12,13,24.084,MIA,NWE,True,14,10,117,11.70,1,71.4%,8.36,0,0,,0,0,0,,0,3,29,9.67,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,False,True,22,21,Davone Bess
2009,2009-12-13,13,14,24.091,MIA,JAX,False,5,3,22,7.33,0,60.0%,4.40,1,0,0.00,0,0,0,,0,4,26,6.50,0,,0,0,0.0,0,0,0,,,2,1,0,1,0,0,,,,,,,True,True,14,10,Davone Bess
2009,2009-12-20,14,15,24.098,MIA,TEN,False,8,4,58,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,24,27,Davone Bess
2009,2009-12-27,15,16,24.105,MIA,HOU,True,10,5,45,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,20,27,Davone Bess
2009,2010-01-03,16,17,24.112,MIA,PIT,False,6,5,85,17.00,1,83.3%,14.17,0,0,,0,0,0,,0,1,3,3.00,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,24,30,Davone Bess
2010,2010-09-12,1,1,24.364,MIA,BUF,False,7,6,51,8.50,0,85.7%,7.29,1,0,0.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,15,10,Davone Bess
2010,2010-09-19,2,2,25.006,MIA,MIN,True,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,14,10,Davone Bess
2010,2010-09-26,3,3,25.013,MIA,NYJ,False,7,6,86,14.33,0,85.7%,12.29,0,0,,0,0,0,,0,1,18,18.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,31,Davone Bess
2010,2010-10-04,4,4,25.021,MIA,NWE,False,11,8,96,12.00,1,72.7%,8.73,1,-3,-3.00,0,0,0,,0,2,23,11.50,0,,1,6,0.0,0,1,1,,,0,,0,0,0,0,,,,,,,False,False,14,41,Davone Bess
2010,2010-10-17,5,6,25.034,MIA,GNB,False,9,5,37,7.40,1,55.6%,4.11,0,0,,0,0,0,,0,2,23,11.50,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,23,20,Davone Bess
2010,2010-10-24,6,7,25.041,MIA,PIT,False,7,6,66,11.00,1,85.7%,9.43,0,0,,0,0,0,,0,2,27,13.50,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,22,23,Davone Bess
2010,2010-10-31,7,8,25.048,MIA,CIN,True,9,7,53,7.57,0,77.8%,5.89,0,0,,0,0,0,,0,4,28,7.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,True,22,14,Davone Bess
2010,2010-11-07,8,9,25.055,MIA,BAL,False,8,5,50,10.00,0,62.5%,6.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,False,10,26,Davone Bess
2010,2010-11-14,9,10,25.062,MIA,TEN,False,6,4,29,7.25,0,66.7%,4.83,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,29,17,Davone Bess
2010,2010-11-18,10,11,25.066,MIA,CHI,False,5,1,9,9.00,0,20.0%,1.80,0,0,,0,0,0,,0,1,7,7.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,0,16,Davone Bess
2010,2010-11-28,11,12,25.076,MIA,OAK,True,9,6,111,18.50,0,66.7%,12.33,0,0,,0,0,0,,0,3,60,20.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,33,17,Davone Bess
2010,2010-12-05,12,13,25.083,MIA,CLE,True,9,6,67,11.17,0,66.7%,7.44,0,0,,0,0,0,,0,5,48,9.60,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,10,13,Davone Bess
2010,2010-12-12,13,14,25.090,MIA,NYJ,True,7,1,6,6.00,0,14.3%,0.86,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,10,6,Davone Bess
2010,2010-12-19,14,15,25.097,MIA,BUF,True,13,9,78,8.67,0,69.2%,6.00,0,0,,0,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,14,17,Davone Bess
2010,2010-12-26,15,16,25.104,MIA,DET,True,8,5,34,6.80,1,62.5%,4.25,0,0,,0,0,0,,0,4,50,12.50,0,,1,6,0.0,0,0,0,0,0,2,1,0,1,0,0,,,,,,,False,False,27,34,Davone Bess
2010,2011-01-02,16,17,25.111,MIA,NWE,True,9,3,35,11.67,1,33.3%,3.89,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,7,38,Davone Bess
2011,2011-09-12,1,1,25.364,MIA,NWE,True,8,5,92,18.40,0,62.5%,11.50,0,0,,0,0,0,,0,2,11,5.50,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,24,38,Davone Bess
2011,2011-09-18,2,2,26.005,MIA,HOU,False,5,2,42,21.00,0,40.0%,8.40,0,0,,0,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,23,Davone Bess
2011,2011-09-25,3,3,26.012,MIA,CLE,True,9,5,52,10.40,0,55.6%,5.78,0,0,,0,0,0,,0,1,16,16.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,16,17,Davone Bess
2011,2011-10-02,4,4,26.019,MIA,SDG,False,5,3,21,7.00,0,60.0%,4.20,0,0,,0,0,0,,0,1,22,22.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,26,Davone Bess
2011,2011-10-17,5,6,26.034,MIA,NYJ,False,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,3,27,9.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,False,6,24,Davone Bess
2011,2011-10-23,6,7,26.040,MIA,DEN,True,12,7,52,7.43,0,58.3%,4.33,0,0,,0,0,0,,0,2,32,16.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,15,18,Davone Bess
2011,2011-10-30,7,8,26.047,MIA,NYG,False,5,3,43,14.33,0,60.0%,8.60,0,0,,0,0,0,,0,1,13,13.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,20,Davone Bess
2011,2011-11-06,8,9,26.054,MIA,KAN,False,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,0,4,51,12.75,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,31,3,Davone Bess
2011,2011-11-13,9,10,26.061,MIA,WAS,False,6,4,37,9.25,0,66.7%,6.17,0,0,,0,0,0,,0,2,22,11.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,False,True,20,9,Davone Bess
2011,2011-11-20,10,11,26.068,MIA,BUF,False,3,2,25,12.50,1,66.7%,8.33,0,0,,0,0,0,,0,6,53,8.83,0,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,False,True,35,8,Davone Bess
2011,2011-11-24,11,12,26.072,MIA,DAL,False,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,19,20,Davone Bess
2011,2011-12-04,12,13,26.082,MIA,OAK,True,7,4,27,6.75,1,57.1%,3.86,0,0,,0,0,0,,0,3,28,9.33,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,14,Davone Bess
2011,2011-12-11,13,14,26.089,MIA,PHI,False,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,2,24,12.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,False,10,26,Davone Bess
2011,2011-12-18,14,15,26.096,MIA,BUF,False,1,0,0,,0,0.0%,0.00,2,9,4.50,0,1,0,0.00,0,6,101,16.83,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,30,23,Davone Bess
2011,2011-12-24,15,16,26.102,MIA,NWE,False,5,3,39,13.00,1,60.0%,7.80,0,0,,0,0,0,,0,2,25,12.50,0,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,True,False,24,27,Davone Bess
2011,2012-01-01,16,17,26.110,MIA,NYJ,False,6,6,45,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,19,17,Davone Bess
2012,2012-09-09,1,1,26.362,MIA,HOU,True,7,5,45,9.00,0,71.4%,6.43,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,87%,0,0%,2,7%,True,False,10,30,Davone Bess
2012,2012-09-16,2,2,27.003,MIA,OAK,True,6,3,43,14.33,0,50.0%,7.17,0,0,,0,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,84%,0,0%,4,11%,False,True,35,13,Davone Bess
2012,2012-09-23,3,3,27.010,MIA,NYJ,True,7,5,86,17.20,0,71.4%,12.29,0,0,,0,0,0,,0,1,10,10.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,88%,0,0%,4,12%,False,False,20,23,Davone Bess
2012,2012-09-30,4,4,27.017,MIA,ARI,True,12,7,123,17.57,0,58.3%,10.25,0,0,,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,87%,0,0%,6,19%,True,False,21,24,Davone Bess
2012,2012-10-07,5,5,27.024,MIA,CIN,True,6,2,49,24.50,0,33.3%,8.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,82%,0,0%,3,11%,True,True,17,13,Davone Bess
2012,2012-10-14,6,6,27.031,MIA,STL,True,9,6,42,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,93%,0,0%,3,11%,False,True,17,14,Davone Bess
2012,2012-10-28,7,8,27.045,MIA,NYJ,True,8,4,28,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,82%,0,0%,4,12%,True,True,30,9,Davone Bess
2012,2012-11-04,8,9,27.052,MIA,IND,True,9,6,67,11.17,0,66.7%,7.44,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,87%,0,0%,2,7%,True,False,20,23,Davone Bess
2012,2012-11-11,9,10,27.059,MIA,TEN,True,6,4,53,13.25,0,66.7%,8.83,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,87%,0,0%,1,3%,False,False,3,37,Davone Bess
2012,2012-11-15,10,11,27.063,MIA,BUF,True,11,6,50,8.33,1,54.5%,4.55,0,0,,0,0,0,,0,1,0,0.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,95%,0,0%,4,14%,True,False,14,19,Davone Bess
2012,2012-11-25,11,12,27.073,MIA,SEA,True,9,7,129,18.43,0,77.8%,14.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,88%,0,0%,5,18%,False,True,24,21,Davone Bess
2012,2012-12-02,12,13,27.080,MIA,NWE,True,6,1,13,13.00,0,16.7%,2.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,95%,0,0%,2,6%,False,False,16,23,Davone Bess
2012,2012-12-09,13,14,27.087,MIA,SFO,True,8,5,50,10.00,0,62.5%,6.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,56,92%,0,0%,1,4%,True,False,13,27,Davone Bess
2012,2012-12-16,14,15,,MIA,JAX,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,24,3,Davone Bess
2012,2012-12-23,15,16,,MIA,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,24,10,Davone Bess
2012,2012-12-30,16,17,,MIA,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,0,28,Davone Bess
2013,2013-09-08,1,1,27.360,CLE,MIA,False,10,5,47,9.40,0,50.0%,4.70,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,58%,0,0%,0,0%,False,False,10,23,Davone Bess
2013,2013-09-15,2,2,28.002,CLE,BAL,False,8,5,38,7.60,0,62.5%,4.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,54%,0,0%,0,0%,True,False,6,14,Davone Bess
2013,2013-09-22,3,3,28.009,CLE,MIN,True,10,7,67,9.57,0,70.0%,6.70,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,85%,0,0%,2,6%,True,True,31,27,Davone Bess
2013,2013-09-29,4,4,28.016,CLE,CIN,False,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,51%,0,0%,3,13%,False,True,17,6,Davone Bess
2013,2013-10-03,5,5,28.020,CLE,BUF,True,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,46%,0,0%,0,0%,False,True,37,24,Davone Bess
2013,2013-10-13,6,6,28.030,CLE,DET,False,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,60%,0,0%,1,3%,False,False,17,31,Davone Bess
2013,2013-10-20,7,7,28.037,CLE,GNB,False,6,2,11,5.50,0,33.3%,1.83,0,0,,0,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,67%,0,0%,1,3%,True,False,13,31,Davone Bess
2013,2013-10-27,8,8,28.044,CLE,KAN,True,8,3,27,9.00,0,37.5%,3.38,0,0,,0,0,0,,0,2,8,4.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,31,57%,0,0%,3,10%,True,False,17,23,Davone Bess
2013,2013-11-03,9,9,28.051,CLE,BAL,False,4,3,24,8.00,2,75.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,30,43%,0,0%,5,17%,False,True,24,18,Davone Bess
2013,2013-11-17,10,11,28.065,CLE,CIN,False,6,1,3,3.00,0,16.7%,0.50,0,0,,0,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,60%,0,0%,6,15%,True,False,20,41,Davone Bess
2013,2013-11-24,11,12,28.072,CLE,PIT,False,8,5,27,5.40,0,62.5%,3.38,0,0,,0,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,48,65%,0,0%,3,11%,False,False,11,27,Davone Bess
2013,2013-12-01,12,13,28.079,CLE,JAX,False,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,44%,0,0%,4,12%,False,False,28,32,Davone Bess
2013,2013-12-08,13,14,28.086,CLE,NWE,False,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,37%,0,0%,2,6%,True,False,26,27,Davone Bess
2013,2013-12-15,14,15,28.093,CLE,CHI,False,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,34%,0,0%,2,6%,False,False,31,38,Davone Bess
2013,2013-12-22,15,16,,CLE,NYJ,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,True,False,13,24,Davone Bess
2013,2013-12-29,16,17,,CLE,PIT,True,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,True,False,7,20,Davone Bess
,91 Games,,,,,,False,589,363,3809,10.49,14,61.6%,6.47,7,30,4.29,0,15,311,20.73,0,119,1215,10.21,0,1,14,86,0.0,2,1,3,0,0,17,9,0,6,0,0,,,,,,,False,False,51,0,Davone Bess
