Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-09-13,1.0,1.0,23.278,CIN,LAC,L 13-16,True,23,36,63.89,193,0,1,66.1,3,20,5.36,4.11,8,46,5.75,1,1,6,0.0,0,0,0,0,0,1,0,0,0,-5,0,68,100%,0,0%,0,0%,False,Joe Burrow,False,13,16
2020.0,2020-09-17,2.0,2.0,23.282,CIN,CLE,L 30-35,True,37,61,60.66,316,3,0,90.6,3,31,5.18,6.16,7,19,2.71,0,0,0,0.0,0,0,0,0,0,2,1,0,1,-22,0,92,100%,0,0%,0,0%,True,Joe Burrow,False,30,35
2020.0,2020-09-27,3.0,3.0,23.292,CIN,PHI,T 23-23,True,31,44,70.45,312,2,0,105.5,8,56,7.09,8.00,1,-1,-1.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71,99%,0,0%,0,0%,True,Joe Burrow,False,23,23
2020.0,2020-10-04,4.0,4.0,23.299,CIN,JAX,W 33-25,True,25,36,69.44,300,1,1,92.4,1,0,8.33,7.64,4,11,2.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,75,100%,0,0%,0,0%,False,Joe Burrow,True,33,25
2020.0,2020-10-11,5.0,5.0,23.306,CIN,BAL,L 3-27,True,19,30,63.33,183,0,1,66.4,7,48,6.10,4.60,3,10,3.33,0,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,67,100%,0,0%,0,0%,True,Joe Burrow,False,3,27
2020.0,2020-10-18,6.0,6.0,23.313,CIN,IND,L 27-31,True,25,39,64.10,313,0,1,78.3,2,13,8.03,6.87,3,2,0.67,1,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,True,Joe Burrow,False,27,31
2020.0,2020-10-25,7.0,7.0,23.32,CIN,CLE,L 34-37,True,35,47,74.47,406,3,1,112.5,4,35,8.64,8.96,6,34,5.67,1,1,6,0.0,0,0,0,0,0,3,1,0,2,0,0,75,100%,0,0%,0,0%,False,Joe Burrow,False,34,37
2020.0,2020-11-01,8.0,8.0,23.327,CIN,TEN,W 31-20,True,26,37,70.27,249,2,0,106.7,0,0,6.73,7.81,3,9,3.00,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,73,100%,0,0%,0,0%,False,Joe Burrow,True,31,20
2020.0,2020-11-15,9.0,10.0,23.341,CIN,PIT,L 10-36,True,21,40,52.50,213,1,0,76.4,4,28,5.33,5.83,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,True,Joe Burrow,False,10,36
2020.0,2020-11-22,10.0,11.0,23.348,CIN,WAS,L 9-20,True,22,34,64.71,203,1,0,90.7,0,0,5.97,6.56,2,12,6.00,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,50,74%,0,0%,0,0%,True,Joe Burrow,False,9,20
2020.0,2020-11-29,11.0,12.0,,CIN,NYG,L 17-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Joe Burrow,False,17,19
2020.0,2020-12-06,12.0,13.0,,CIN,MIA,L 7-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Joe Burrow,False,7,19
2020.0,2020-12-13,13.0,14.0,,CIN,DAL,L 7-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Joe Burrow,False,7,30
2020.0,2020-12-21,14.0,15.0,,CIN,PIT,W 27-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Joe Burrow,True,27,17
2020.0,2020-12-27,15.0,16.0,,CIN,HOU,W 37-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Joe Burrow,True,37,31
2020.0,2021-01-03,16.0,17.0,,CIN,BAL,L 3-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Joe Burrow,False,3,38
2021.0,2021-09-12,1.0,1.0,24.276,CIN,MIN,W 27-24,True,20,27,74.07,261,2,0,128.8,5,44,9.67,11.15,1,2,2.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,100%,0,0%,0,0%,False,Joe Burrow,True,27,24
2021.0,2021-09-19,2.0,2.0,24.283,CIN,CHI,L 17-20,True,19,30,63.33,207,2,3,66.2,5,28,6.90,3.73,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,True,Joe Burrow,False,17,20
2021.0,2021-09-26,3.0,3.0,24.29,CIN,PIT,W 24-10,True,14,18,77.78,172,3,1,122.9,0,0,9.56,10.39,5,7,1.40,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,100%,0,0%,0,0%,True,Joe Burrow,True,24,10
2021.0,2021-09-30,4.0,4.0,24.294,CIN,JAX,W 24-21,True,25,32,78.13,348,2,0,132.8,1,6,10.88,12.13,3,4,1.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,False,Joe Burrow,True,24,21
2021.0,2021-10-10,5.0,5.0,24.304,CIN,GNB,L 22-25,True,26,38,68.42,281,2,2,85.5,3,17,7.39,6.08,3,11,3.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,False,Joe Burrow,False,22,25
2021.0,2021-10-17,6.0,6.0,24.311,CIN,DET,W 34-11,True,19,29,65.52,271,3,1,115.7,2,22,9.34,9.86,5,20,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,82%,0,0%,0,0%,True,Joe Burrow,True,34,11
2021.0,2021-10-24,7.0,7.0,24.318,CIN,BAL,W 41-17,True,23,38,60.53,416,3,1,113.5,1,7,10.95,11.34,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,89%,0,0%,0,0%,True,Joe Burrow,True,41,17
2021.0,2021-10-31,8.0,8.0,24.325,CIN,NYJ,L 31-34,True,21,34,61.76,259,3,1,102.5,3,28,7.62,8.06,1,-1,-1.00,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,55,100%,0,0%,0,0%,True,Joe Burrow,False,31,34
2021.0,2021-11-07,9.0,9.0,24.332,CIN,CLE,L 16-41,True,28,40,70.00,282,0,2,69.0,5,25,7.05,4.80,2,1,0.50,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,69,92%,0,0%,0,0%,False,Joe Burrow,False,16,41
2021.0,2021-11-21,10.0,11.0,24.346,CIN,LVR,W 32-13,True,20,29,68.97,148,1,0,92.3,3,19,5.10,5.79,3,11,3.67,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,74,100%,0,0%,0,0%,True,Joe Burrow,True,32,13
2021.0,2021-11-28,11.0,12.0,24.353,CIN,PIT,W 41-10,True,20,24,83.33,190,1,1,96.2,2,18,7.92,6.88,1,8,8.00,1,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,85%,0,0%,0,0%,False,Joe Burrow,True,41,10
2021.0,2021-12-05,12.0,13.0,24.36,CIN,LAC,L 22-41,True,24,40,60.00,300,1,2,70.8,6,40,7.50,5.75,1,6,6.00,1,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,76,100%,0,0%,0,0%,False,Joe Burrow,False,22,41
2021.0,2021-12-12,13.0,14.0,25.002,CIN,SFO,L 23-26,True,25,34,73.53,348,2,0,125.6,5,37,10.24,11.41,2,3,1.50,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,67,100%,0,0%,0,0%,False,Joe Burrow,False,23,26
2021.0,2021-12-19,14.0,15.0,25.009,CIN,DEN,W 15-10,True,15,22,68.18,157,1,0,103.8,3,21,7.14,8.05,5,25,5.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,100%,0,0%,0,0%,True,Joe Burrow,True,15,10
2021.0,2021-12-26,15.0,16.0,25.016,CIN,BAL,W 41-21,True,37,46,80.43,525,4,0,143.2,3,27,11.41,13.15,2,11,5.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76,100%,0,0%,0,0%,False,Joe Burrow,True,41,21
2021.0,2022-01-02,16.0,17.0,25.023,CIN,KAN,W 34-31,True,30,39,76.92,446,4,0,148.0,4,31,11.44,13.49,5,10,2.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,97%,0,0%,0,0%,False,Joe Burrow,True,34,31
2021.0,2022-01-09,17.0,18.0,,CIN,CLE,L 16-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Joe Burrow,False,16,21
,26 Games,,,,,,12-13-1,False,630,924,68.18,7299,47,19,100.2,83,601,7.90,7.99,77,260,3.38,5,5,30,0.0,1,0,1,0,0,14,6,0,5,-27,0,,,,,,,False,Joe Burrow,False,13,1
