Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-09-11,1,1,22.228,BAL,PIT,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,35,7,Torrey Smith
2011,2011-09-18,2,2,22.235,BAL,TEN,False,,,,,,0.0%,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,False,13,26,Torrey Smith
2011,2011-09-25,3,3,22.242,BAL,STL,True,8,5,152,30.40,3,62.5%,19.00,1,10,10.00,0,0,0,,0,0,0,,0,,3,18,0,,0,0,0,0,,,,,,,True,True,37,7,Torrey Smith
2011,2011-10-02,4,4,22.249,BAL,NYJ,True,6,1,1,1.00,0,16.7%,0.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,34,17,Torrey Smith
2011,2011-10-16,5,6,22.263,BAL,HOU,True,5,3,84,28.00,0,60.0%,16.80,0,0,,0,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,29,14,Torrey Smith
2011,2011-10-24,6,7,22.271,BAL,JAX,True,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,7,12,Torrey Smith
2011,2011-10-30,7,8,22.277,BAL,ARI,True,9,3,57,19.00,0,33.3%,6.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,30,27,Torrey Smith
2011,2011-11-06,8,9,22.284,BAL,PIT,True,9,5,71,14.20,1,55.6%,7.89,0,0,,0,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,23,20,Torrey Smith
2011,2011-11-13,9,10,22.291,BAL,SEA,True,8,3,28,9.33,0,37.5%,3.50,1,16,16.00,0,1,24,24.00,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,22,Torrey Smith
2011,2011-11-20,10,11,22.298,BAL,CIN,True,7,6,165,27.50,1,85.7%,23.57,0,0,,0,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,31,24,Torrey Smith
2011,2011-11-24,11,12,22.302,BAL,SFO,True,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,16,6,Torrey Smith
2011,2011-12-04,12,13,22.312,BAL,CLE,True,4,1,32,32.00,0,25.0%,8.00,1,-3,-3.00,0,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,24,10,Torrey Smith
2011,2011-12-11,13,14,22.319,BAL,IND,True,9,5,48,9.60,1,55.6%,5.33,1,16,16.00,0,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,24,10,Torrey Smith
2011,2011-12-18,14,15,22.326,BAL,SDG,True,7,6,77,12.83,1,85.7%,11.00,0,0,,0,0,0,,0,0,0,,0,,1,6,1,0,0,0,0,0,,,,,,,True,False,14,34,Torrey Smith
2011,2011-12-24,15,16,22.332,BAL,CLE,True,7,2,38,19.00,0,28.6%,5.43,0,0,,0,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,20,14,Torrey Smith
2011,2012-01-01,16,17,22.340,BAL,CIN,True,7,5,33,6.60,0,71.4%,4.71,0,0,,0,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,24,16,Torrey Smith
2012,2012-09-10,1,1,23.228,BAL,CIN,True,3,2,57,28.50,0,66.7%,19.00,1,13,13.00,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,50,82%,0,0%,0,0%,False,True,44,13,Torrey Smith
2012,2012-09-16,2,2,23.234,BAL,PHI,True,5,2,51,25.50,0,40.0%,10.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,65,94%,0,0%,0,0%,True,False,23,24,Torrey Smith
2012,2012-09-23,3,3,23.241,BAL,NWE,True,10,6,127,21.17,2,60.0%,12.70,0,0,,0,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,70,97%,0,0%,0,0%,False,True,31,30,Torrey Smith
2012,2012-09-27,4,4,23.245,BAL,CLE,True,10,6,97,16.17,1,60.0%,9.70,1,0,0.00,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,67,82%,0,0%,0,0%,False,True,23,16,Torrey Smith
2012,2012-10-07,5,5,23.255,BAL,KAN,True,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,True,True,9,6,Torrey Smith
2012,2012-10-14,6,6,23.262,BAL,DAL,True,4,2,24,12.00,1,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,45,88%,0,0%,0,0%,False,True,31,29,Torrey Smith
2012,2012-10-21,7,7,23.269,BAL,HOU,True,13,4,41,10.25,0,30.8%,3.15,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,True,False,13,43,Torrey Smith
2012,2012-11-04,8,9,23.283,BAL,CLE,True,9,4,46,11.50,1,44.4%,5.11,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,65,98%,0,0%,0,0%,True,True,25,15,Torrey Smith
2012,2012-11-11,9,10,23.290,BAL,OAK,True,6,2,67,33.50,2,33.3%,11.17,0,0,,0,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,50,78%,0,0%,0,0%,False,True,55,20,Torrey Smith
2012,2012-11-18,10,11,23.297,BAL,PIT,True,7,1,7,7.00,0,14.3%,1.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,98%,0,0%,0,0%,True,True,13,10,Torrey Smith
2012,2012-11-25,11,12,23.304,BAL,SDG,True,13,7,144,20.57,0,53.8%,11.08,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,85,91%,0,0%,0,0%,True,True,16,13,Torrey Smith
2012,2012-12-02,12,13,23.311,BAL,PIT,True,8,3,33,11.00,0,37.5%,4.13,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,97%,0,0%,0,0%,False,False,20,23,Torrey Smith
2012,2012-12-09,13,14,23.318,BAL,WAS,True,3,1,21,21.00,0,33.3%,7.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,True,False,28,31,Torrey Smith
2012,2012-12-16,14,15,23.325,BAL,DEN,True,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,36,55%,0,0%,0,0%,False,False,17,34,Torrey Smith
2012,2012-12-23,15,16,23.332,BAL,NYG,True,11,5,88,17.60,1,45.5%,8.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,75,88%,0,0%,0,0%,False,True,33,14,Torrey Smith
2012,2012-12-30,16,17,23.339,BAL,CIN,True,1,0,0,,0,0.0%,0.00,1,-4,-4.00,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,16,19%,0,0%,0,0%,True,False,17,23,Torrey Smith
2013,2013-09-05,1,1,24.222,BAL,DEN,True,8,4,92,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,87,98%,0,0%,0,0%,True,False,27,49,Torrey Smith
2013,2013-09-15,2,2,24.232,BAL,CLE,True,13,7,85,12.14,0,53.8%,6.54,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,False,True,14,6,Torrey Smith
2013,2013-09-22,3,3,24.239,BAL,HOU,True,9,5,92,18.40,0,55.6%,10.22,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,61,97%,0,0%,0,0%,False,True,30,9,Torrey Smith
2013,2013-09-29,4,4,24.246,BAL,BUF,True,12,5,166,33.20,1,41.7%,13.83,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,65,100%,0,0%,0,0%,True,False,20,23,Torrey Smith
2013,2013-10-06,5,5,24.253,BAL,MIA,True,9,6,121,20.17,0,66.7%,13.44,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,75,97%,0,0%,0,0%,True,True,26,23,Torrey Smith
2013,2013-10-13,6,6,24.260,BAL,GNB,True,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,63,95%,0,0%,0,0%,False,False,17,19,Torrey Smith
2013,2013-10-20,7,7,24.267,BAL,PIT,True,6,3,61,20.33,0,50.0%,10.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,95%,0,0%,0,0%,True,False,16,19,Torrey Smith
2013,2013-11-03,8,9,24.281,BAL,CLE,True,8,5,78,15.60,0,62.5%,9.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,69,97%,0,0%,0,0%,True,False,18,24,Torrey Smith
2013,2013-11-10,9,10,24.288,BAL,CIN,True,14,5,46,9.20,1,35.7%,3.29,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,70,95%,0,0%,0,0%,False,True,20,17,Torrey Smith
2013,2013-11-17,10,11,24.295,BAL,CHI,True,8,5,32,6.40,1,62.5%,4.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,75,96%,0,0%,0,0%,True,False,20,23,Torrey Smith
2013,2013-11-24,11,12,24.302,BAL,NYJ,True,4,2,74,37.00,0,50.0%,18.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,False,True,19,3,Torrey Smith
2013,2013-11-28,12,13,24.306,BAL,PIT,True,10,6,93,15.50,1,60.0%,9.30,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,59,94%,0,0%,0,0%,False,True,22,20,Torrey Smith
2013,2013-12-08,13,14,24.316,BAL,MIN,True,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,0,0,,0,1,0,2,1,0,0,1,0,0,80,94%,0,0%,0,0%,False,True,29,26,Torrey Smith
2013,2013-12-16,14,15,24.324,BAL,DET,True,12,4,69,17.25,0,33.3%,5.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,True,True,18,16,Torrey Smith
2013,2013-12-22,15,16,24.330,BAL,NWE,True,8,3,69,23.00,0,37.5%,8.63,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,69,91%,0,0%,0,0%,False,False,7,41,Torrey Smith
2013,2013-12-29,16,17,24.337,BAL,CIN,True,7,3,27,9.00,0,42.9%,3.86,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,68,99%,0,0%,0,0%,True,False,17,34,Torrey Smith
2014,2014-09-07,1,1,25.224,BAL,CIN,True,7,3,50,16.67,0,42.9%,7.14,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,76,86%,0,0%,0,0%,False,False,16,23,Torrey Smith
2014,2014-09-11,2,2,25.228,BAL,PIT,True,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,47,69%,0,0%,0,0%,False,True,26,6,Torrey Smith
2014,2014-09-21,3,3,25.238,BAL,CLE,True,8,2,25,12.50,0,25.0%,3.13,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,49,74%,0,0%,0,0%,True,True,23,21,Torrey Smith
2014,2014-09-28,4,4,25.245,BAL,CAR,True,3,2,53,26.50,1,66.7%,17.67,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,48,76%,0,0%,0,0%,False,True,38,10,Torrey Smith
2014,2014-10-05,5,5,25.252,BAL,IND,True,8,3,38,12.67,0,37.5%,4.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,85%,0,0%,0,0%,True,False,13,20,Torrey Smith
2014,2014-10-12,6,6,25.259,BAL,TAM,True,5,4,51,12.75,2,80.0%,10.20,0,0,,0,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,44,66%,0,0%,0,0%,True,True,48,17,Torrey Smith
2014,2014-10-19,7,7,25.266,BAL,ATL,True,5,3,81,27.00,1,60.0%,16.20,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,58,87%,0,0%,0,0%,False,True,29,7,Torrey Smith
2014,2014-10-26,8,8,25.273,BAL,CIN,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,66%,0,0%,0,0%,True,False,24,27,Torrey Smith
2014,2014-11-02,9,9,25.280,BAL,PIT,True,7,4,63,15.75,1,57.1%,9.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,59,83%,0,0%,0,0%,True,False,23,43,Torrey Smith
2014,2014-11-09,10,10,25.287,BAL,TEN,True,8,5,75,15.00,1,62.5%,9.38,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,45,73%,0,0%,0,0%,False,True,21,7,Torrey Smith
2014,2014-11-24,11,12,25.302,BAL,NOR,True,6,5,98,19.60,0,83.3%,16.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,48,81%,0,0%,0,0%,True,True,34,27,Torrey Smith
2014,2014-11-30,12,13,25.308,BAL,SDG,True,8,6,65,10.83,2,75.0%,8.13,0,0,,0,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,51,72%,0,0%,0,0%,False,False,33,34,Torrey Smith
2014,2014-12-07,13,14,25.315,BAL,MIA,True,,,,,,0.0%,,,,,,,,,,,,,,,0,0,0,,,0,0,0,15,23%,0,0%,0,0%,True,True,28,13,Torrey Smith
2014,2014-12-14,14,15,25.322,BAL,JAX,True,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,82%,0,0%,0,0%,False,True,20,12,Torrey Smith
2014,2014-12-21,15,16,25.329,BAL,HOU,True,12,5,59,11.80,2,41.7%,4.92,0,0,,0,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,51,70%,0,0%,0,0%,True,False,13,25,Torrey Smith
2014,2014-12-28,16,17,25.336,BAL,CLE,True,7,4,83,20.75,1,57.1%,11.86,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,52,78%,0,0%,0,0%,False,True,20,10,Torrey Smith
2015,2015-09-14,1,1,26.231,SFO,MIN,False,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,42,60%,0,0%,0,0%,False,True,20,3,Torrey Smith
2015,2015-09-20,2,2,26.237,SFO,PIT,False,7,6,120,20.00,1,85.7%,17.14,0,0,,0,0,0,,0,0,0,,0,1,1,8,0,0,0,0,0,0,49,54%,0,0%,0,0%,True,False,18,43,Torrey Smith
2015,2015-09-27,3,3,26.244,SFO,ARI,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,31,62%,0,0%,0,0%,True,False,7,47,Torrey Smith
2015,2015-10-04,4,4,26.251,SFO,GNB,True,5,2,54,27.00,0,40.0%,10.80,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,47,94%,0,0%,0,0%,False,False,3,17,Torrey Smith
2015,2015-10-11,5,5,26.258,SFO,NYG,False,2,2,42,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,49,72%,0,0%,0,0%,True,False,27,30,Torrey Smith
2015,2015-10-18,6,6,26.265,SFO,BAL,True,6,3,96,32.00,1,50.0%,16.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,52,88%,0,0%,1,3%,False,True,25,20,Torrey Smith
2015,2015-10-22,7,7,26.269,SFO,SEA,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,40,87%,0,0%,0,0%,False,False,3,20,Torrey Smith
